id,doc_id,type,context,stanford_sentence_id,stanford_token_start,stanford_token_end
CNN_ENG_20030407_130604.10-E31-68,CNN_ENG_20030407_130604.10,PER,"the regime leadership",21,58,58
CNN_ENG_20030407_130604.10-E32-69,CNN_ENG_20030407_130604.10,ORG,regime,21,57,57
CNN_ENG_20030407_130604.10-E32-84,CNN_ENG_20030407_130604.10,ORG,"the
regime",24,39,39
CNN_ENG_20030407_130604.10-E34-70,CNN_ENG_20030407_130604.10,PER,troops,28,17,17
CNN_ENG_20030407_130604.10-E35-72,CNN_ENG_20030407_130604.10,GPE,"the cities",21,69,69
CNN_ENG_20030407_130604.10-E35-85,CNN_ENG_20030407_130604.10,GPE,"those citys",24,42,42
CNN_ENG_20030407_130604.10-E36-74,CNN_ENG_20030407_130604.10,FAC,palaces,22,18,18
CNN_ENG_20030407_130604.10-E37-76,CNN_ENG_20030407_130604.10,LOC,where,23,16,16
CNN_ENG_20030407_130604.10-E37-77,CNN_ENG_20030407_130604.10,LOC,that,23,14,14
CNN_ENG_20030407_130604.10-E38-80,CNN_ENG_20030407_130604.10,FAC,"aerial
platforms",24,15,15
CNN_ENG_20030407_130604.10-E39-81,CNN_ENG_20030407_130604.10,PER,"special ops personnel",24,19,19
CNN_ENG_20030407_130604.10-E40-87,CNN_ENG_20030407_130604.10,PER,we,25,25,25
CNN_ENG_20030407_130604.10-E42-98,CNN_ENG_20030407_130604.10,PER,"walter rodgers",28,2,3
CNN_ENG_20030407_130604.10-E42-99,CNN_ENG_20030407_130604.10,PER,"our embedded reporter with the 3-7th
cavalry",28,7,7
CNN_ENG_20030407_130604.10-E44-101,CNN_ENG_20030407_130604.10,ORG,"the 3-7th
cavalry",28,10,12
CNN_ENG_20030407_130604.10-E45-102,CNN_ENG_20030407_130604.10,PER,"three battalions of troops",28,17,17
CNN_ENG_20030407_130604.10-E45-105,CNN_ENG_20030407_130604.10,PER,they,28,31,31
CNN_ENG_20030407_130604.10-E46-106,CNN_ENG_20030407_130604.10,PER,soldiers,28,43,43
CNN_ENG_20030407_130604.10-E47-107,CNN_ENG_20030407_130604.10,PER,we,28,45,45
CNN_ENG_20030407_130604.10-E48-108,CNN_ENG_20030407_130604.10,PER,"between 700 and 1,000",29,4,4
CNN_ENG_20030407_130604.10-E49-112,CNN_ENG_20030407_130604.10,VEH,"the m-2 bradley",30,12,14
CNN_ENG_20030407_130604.10-E49-113,CNN_ENG_20030407_130604.10,VEH,"the basic infantry fighting vehicle",30,19,19
CNN_ENG_20030407_130604.10-E49-114,CNN_ENG_20030407_130604.10,VEH,it,31,1,1
CNN_ENG_20030407_130604.10-E49-116,CNN_ENG_20030407_130604.10,VEH,"the
equipment of choice for a task force like this to go into baghdad",31,4,4
CNN_ENG_20030407_130604.10-E49-119,CNN_ENG_20030407_130604.10,VEH,it,32,1,1
CNN_ENG_20030407_130604.10-E49-120,CNN_ENG_20030407_130604.10,VEH,it,32,5,5
CNN_ENG_20030407_130604.10-E49-124,CNN_ENG_20030407_130604.10,VEH,"that bradley vehicle",32,19,20
CNN_ENG_20030407_130604.10-E49-127,CNN_ENG_20030407_130604.10,VEH,it,33,1,1
CNN_ENG_20030407_130604.10-E49-128,CNN_ENG_20030407_130604.10,VEH,"a very, very important piece of equipment",33,8,8
CNN_ENG_20030407_130604.10-E52-25,CNN_ENG_20030407_130604.10,FAC,"this airport",13,14,14
CNN_ENG_20030407_130604.10-E52-75,CNN_ENG_20030407_130604.10,FAC,"a
royal air force base outside of belfast, northern ireland",1,18,18
CNN_ENG_20030407_130604.10-E52-145,CNN_ENG_20030407_130604.10,FAC,it,2,1,1
CNN_ENG_20030407_130604.10-E52-146,CNN_ENG_20030407_130604.10,FAC,aldergrove,2,4,4
CNN_ENG_20030407_130604.10-E53-118,CNN_ENG_20030407_130604.10,WEA,"it's cannon",32,3,3
CNN_ENG_20030407_130604.10-E54-121,CNN_ENG_20030407_130604.10,PER,troops,32,10,10
CNN_ENG_20030407_130604.10-E54-139,CNN_ENG_20030407_130604.10,PER,them,32,23,23
CNN_ENG_20030407_130604.10-E56-109,CNN_ENG_20030407_130604.10,PER,"the task forces",30,3,3
CNN_ENG_20030407_130604.10-E56-129,CNN_ENG_20030407_130604.10,PER,these,34,1,1
CNN_ENG_20030407_130604.10-E56-130,CNN_ENG_20030407_130604.10,PER,that,34,8,8
CNN_ENG_20030407_130604.10-E56-131,CNN_ENG_20030407_130604.10,PER,"mechanized heavy task forces that have overhead aerial platforms to
provide direct support",34,7,7
CNN_ENG_20030407_130604.10-E56-138,CNN_ENG_20030407_130604.10,PER,"these task",35,34,34
CNN_ENG_20030407_130604.10-E56-141,CNN_ENG_20030407_130604.10,PER,this,31,12,12
CNN_ENG_20030407_130604.10-E58-132,CNN_ENG_20030407_130604.10,FAC,"overhead aerial platforms to
provide direct support",34,12,12
CNN_ENG_20030407_130604.10-E60-134,CNN_ENG_20030407_130604.10,VEH,a-10s,35,13,14
CNN_ENG_20030407_130604.10-E61-135,CNN_ENG_20030407_130604.10,VEH,predators,35,16,16
CNN_ENG_20030407_130604.10-E62-136,CNN_ENG_20030407_130604.10,VEH,u-s,35,18,19
CNN_ENG_20030407_130604.10-E63-137,CNN_ENG_20030407_130604.10,VEH,"other assets",35,22,22
CNN_ENG_20030407_130604.10-E64-140,CNN_ENG_20030407_130604.10,PER,"a task force like this",31,10,10
CNN_ENG_20030407_130604.10-E65-142,CNN_ENG_20030407_130604.10,ORG,"royal air force",1,15,17
CNN_ENG_20030407_130604.10-E66-33,CNN_ENG_20030407_130604.10,GPE,belfast,14,6,6
CNN_ENG_20030407_130604.10-E66-90,CNN_ENG_20030407_130604.10,GPE,"belfast, northern ireland",26,15,15
CNN_ENG_20030407_130604.10-E66-143,CNN_ENG_20030407_130604.10,GPE,"belfast, northern ireland",1,21,21
CNN_ENG_20030407_130604.10-E66-147,CNN_ENG_20030407_130604.10,GPE,belfast,2,8,8
CNN_ENG_20030407_130604.10-E67-6,CNN_ENG_20030407_130604.10,LOC,"northern
ireland",6,12,12
CNN_ENG_20030407_130604.10-E67-7,CNN_ENG_20030407_130604.10,LOC,"northern ireland",7,6,6
CNN_ENG_20030407_130604.10-E67-91,CNN_ENG_20030407_130604.10,LOC,"northern ireland",26,18,18
CNN_ENG_20030407_130604.10-E67-144,CNN_ENG_20030407_130604.10,LOC,"northern ireland",1,24,24
CNN_ENG_20030407_130604.10-E73-60,CNN_ENG_20030407_130604.10,GPE,"the u.k",21,25,25
CNN_ENG_20030407_130604.10-E73-63,CNN_ENG_20030407_130604.10,GPE,they,21,30,30
CNN_ENG_20030407_130604.10-E73-152,CNN_ENG_20030407_130604.10,GPE,british,3,16,16
CNN_ENG_20030407_130604.10-T18-1,CNN_ENG_20030407_130604.10,Time,two-day,3,11,12
CNN_ENG_20030612_160005.13-E1-6,CNN_ENG_20030612_160005.13,PER,they,6,2,2
CNN_ENG_20030612_160005.13-E1-26,CNN_ENG_20030612_160005.13,PER,"the republican leadership",2,11,11
CNN_ENG_20030612_160005.13-E1-47,CNN_ENG_20030612_160005.13,PER,they,4,1,1
CNN_ENG_20030612_160005.13-E2-2,CNN_ENG_20030612_160005.13,ORG,union,4,6,6
CNN_ENG_20030612_160005.13-E3-7,CNN_ENG_20030612_160005.13,PER,who,6,6,6
CNN_ENG_20030612_160005.13-E3-27,CNN_ENG_20030612_160005.13,PER,"the next speaker",6,13,13
CNN_ENG_20030612_160005.13-E4-8,CNN_ENG_20030612_160005.13,PER,i,7,1,1
CNN_ENG_20030612_160005.13-E4-22,CNN_ENG_20030612_160005.13,PER,i,12,1,1
CNN_ENG_20030612_160005.13-E5-9,CNN_ENG_20030612_160005.13,PER,"dennis hastert",7,5,6
CNN_ENG_20030612_160005.13-E6-10,CNN_ENG_20030612_160005.13,PER,"john edwards",9,6,7
CNN_ENG_20030612_160005.13-E6-15,CNN_ENG_20030612_160005.13,PER,"john edwards",10,8,9
CNN_ENG_20030612_160005.13-E6-16,CNN_ENG_20030612_160005.13,PER,he,10,18,18
CNN_ENG_20030612_160005.13-E6-29,CNN_ENG_20030612_160005.13,PER,"senator of north carolina",10,28,28
CNN_ENG_20030612_160005.13-E6-30,CNN_ENG_20030612_160005.13,PER,president,10,15,15
CNN_ENG_20030612_160005.13-E7-11,CNN_ENG_20030612_160005.13,ORG,democratic,10,5,5
CNN_ENG_20030612_160005.13-E8-12,CNN_ENG_20030612_160005.13,PER,i,2,1,1
CNN_ENG_20030612_160005.13-E9-13,CNN_ENG_20030612_160005.13,PER,"the national democratic operatives",10,6,6
CNN_ENG_20030612_160005.13-E10-14,CNN_ENG_20030612_160005.13,PER,"house majority",3,11,11
CNN_ENG_20030612_160005.13-E10-23,CNN_ENG_20030612_160005.13,PER,"house majority",3,22,22
CNN_ENG_20030612_160005.13-E11-17,CNN_ENG_20030612_160005.13,GPE,"north carolina",10,30,31
CNN_ENG_20030612_160005.13-E12-18,CNN_ENG_20030612_160005.13,PER,"some
people",11,2,2
CNN_ENG_20030612_160005.13-E13-19,CNN_ENG_20030612_160005.13,PER,"white house chief of staff",11,6,6
CNN_ENG_20030612_160005.13-E13-31,CNN_ENG_20030612_160005.13,PER,"a stronger candidate",11,13,13
CNN_ENG_20030612_160005.13-E14-20,CNN_ENG_20030612_160005.13,ORG,"white house",11,4,5
CNN_ENG_20030612_160005.13-E15-21,CNN_ENG_20030612_160005.13,PER,staff,11,8,8
CNN_ENG_20030612_160005.13-E17-1,CNN_ENG_20030612_160005.13,PER,"bob novak",1,1,2
CNN_ENG_20030612_160005.13-E19-28,CNN_ENG_20030612_160005.13,ORG,"the democrats",8,4,4
CNN_ENG_20030612_160005.13-E23-32,CNN_ENG_20030612_160005.13,PER,"some of the national democratic operatives",10,1,1
CNN_ENG_20030612_160005.13-E24-33,CNN_ENG_20030612_160005.13,ORG,"the ""inside buzz",1,8,9
CNN_ENG_20030612_160005.13-E25-34,CNN_ENG_20030612_160005.13,ORG,republican,2,10,10
CNN_ENG_20030612_160005.13-E26-35,CNN_ENG_20030612_160005.13,ORG,"the houses",2,14,14
CNN_ENG_20030612_160005.13-E27-3,CNN_ENG_20030612_160005.13,PER,delay,5,9,9
CNN_ENG_20030612_160005.13-E27-5,CNN_ENG_20030612_160005.13,PER,he,5,21,21
CNN_ENG_20030612_160005.13-E27-36,CNN_ENG_20030612_160005.13,PER,"the house majority leader",3,12,12
CNN_ENG_20030612_160005.13-E27-37,CNN_ENG_20030612_160005.13,PER,"tom
delay",3,14,15
CNN_ENG_20030612_160005.13-E27-40,CNN_ENG_20030612_160005.13,PER,his,3,18,18
CNN_ENG_20030612_160005.13-E27-42,CNN_ENG_20030612_160005.13,PER,his,3,25,25
CNN_ENG_20030612_160005.13-E27-46,CNN_ENG_20030612_160005.13,PER,delay,3,54,54
CNN_ENG_20030612_160005.13-E29-39,CNN_ENG_20030612_160005.13,ORG,house,3,10,10
CNN_ENG_20030612_160005.13-E29-41,CNN_ENG_20030612_160005.13,ORG,house,3,21,21
CNN_ENG_20030612_160005.13-E30-4,CNN_ENG_20030612_160005.13,PER,blunt,5,13,13
CNN_ENG_20030612_160005.13-E30-24,CNN_ENG_20030612_160005.13,PER,"his successor as house majority whip",3,19,19
CNN_ENG_20030612_160005.13-E30-25,CNN_ENG_20030612_160005.13,PER,"his former deputy",3,27,27
CNN_ENG_20030612_160005.13-E30-43,CNN_ENG_20030612_160005.13,PER,"lloyd blunt",3,29,30
CNN_ENG_20030612_160005.13-E33-45,CNN_ENG_20030612_160005.13,ORG,"the washington post",3,39,41
CNN_ENG_20030612_160005.13-V1-1,CNN_ENG_20030612_160005.13,Job-Title,speaker,6,13,13
CNN_ENG_20030612_160005.13-V2-1,CNN_ENG_20030612_160005.13,Job-Title,senator,10,28,28
CNN_ENG_20030612_160005.13-V3-1,CNN_ENG_20030612_160005.13,Job-Title,deputy,3,27,27
CNN_ENG_20030430_160723.6-E1-3,CNN_ENG_20030430_160723.6,VEH,"its flight deck",7,4,4
CNN_ENG_20030430_160723.6-E2-4,CNN_ENG_20030430_160723.6,PER,"president bush",7,6,6
CNN_ENG_20030430_160723.6-E2-5,CNN_ENG_20030430_160723.6,PER,president,7,5,5
CNN_ENG_20030430_160723.6-E2-10,CNN_ENG_20030430_160723.6,PER,"the president",8,11,11
CNN_ENG_20030430_160723.6-E2-14,CNN_ENG_20030430_160723.6,PER,his,9,5,5
CNN_ENG_20030430_160723.6-E2-17,CNN_ENG_20030430_160723.6,PER,"the president",10,5,5
CNN_ENG_20030430_160723.6-E2-19,CNN_ENG_20030430_160723.6,PER,his,10,15,15
CNN_ENG_20030430_160723.6-E4-6,CNN_ENG_20030430_160723.6,GPE,"the american people",7,15,15
CNN_ENG_20030430_160723.6-E4-7,CNN_ENG_20030430_160723.6,GPE,american,7,14,14
CNN_ENG_20030430_160723.6-E4-39,CNN_ENG_20030430_160723.6,GPE,u.s,5,30,30
CNN_ENG_20030430_160723.6-E5-11,CNN_ENG_20030430_160723.6,FAC,"the white house",8,14,15
CNN_ENG_20030430_160723.6-E6-18,CNN_ENG_20030430_160723.6,PER,children,10,10,10
CNN_ENG_20030430_160723.6-E7-20,CNN_ENG_20030430_160723.6,LOC,"the rose garden",10,19,20
CNN_ENG_20030430_160723.6-E8-21,CNN_ENG_20030430_160723.6,PER,"elizabeth smart",10,22,23
CNN_ENG_20030430_160723.6-E9-23,CNN_ENG_20030430_160723.6,PER,"cnn's
justice correspondent",11,6,6
CNN_ENG_20030430_160723.6-E9-25,CNN_ENG_20030430_160723.6,PER,"kelli arena",11,7,8
CNN_ENG_20030430_160723.6-E9-26,CNN_ENG_20030430_160723.6,PER,she,12,1,1
CNN_ENG_20030430_160723.6-E11-1,CNN_ENG_20030430_160723.6,GPE,washington,2,3,3
CNN_ENG_20030430_160723.6-E12-28,CNN_ENG_20030430_160723.6,PER,i,3,1,1
CNN_ENG_20030430_160723.6-E12-29,CNN_ENG_20030430_160723.6,PER,"wolf blitzer",3,3,4
CNN_ENG_20030430_160723.6-E14-9,CNN_ENG_20030430_160723.6,ORG,we,8,3,3
CNN_ENG_20030430_160723.6-E14-12,CNN_ENG_20030430_160723.6,ORG,we,9,1,1
CNN_ENG_20030430_160723.6-E14-15,CNN_ENG_20030430_160723.6,ORG,we,9,10,10
CNN_ENG_20030430_160723.6-E14-16,CNN_ENG_20030430_160723.6,ORG,we,9,14,14
CNN_ENG_20030430_160723.6-E14-22,CNN_ENG_20030430_160723.6,ORG,cnn,11,3,3
CNN_ENG_20030430_160723.6-E14-27,CNN_ENG_20030430_160723.6,ORG,us,12,4,4
CNN_ENG_20030430_160723.6-E14-30,CNN_ENG_20030430_160723.6,ORG,we,4,1,1
CNN_ENG_20030430_160723.6-E15-31,CNN_ENG_20030430_160723.6,PER,"saddam hussein",5,13,14
CNN_ENG_20030430_160723.6-E16-32,CNN_ENG_20030430_160723.6,GPE,baghdad,5,16,16
CNN_ENG_20030430_160723.6-E16-35,CNN_ENG_20030430_160723.6,GPE,"the iraqi capital",5,27,27
CNN_ENG_20030430_160723.6-E17-33,CNN_ENG_20030430_160723.6,PER,"defense
secretary donald rumsfeld",5,20,21
CNN_ENG_20030430_160723.6-E17-34,CNN_ENG_20030430_160723.6,PER,"defense
secretary",5,19,19
CNN_ENG_20030430_160723.6-E19-36,CNN_ENG_20030430_160723.6,PER,"his
guests in the rose garden",10,16,16
CNN_ENG_20030430_160723.6-E20-8,CNN_ENG_20030430_160723.6,GPE,iraq,7,25,25
CNN_ENG_20030430_160723.6-E20-37,CNN_ENG_20030430_160723.6,GPE,iraqi,5,26,26
CNN_ENG_20030430_160723.6-E22-38,CNN_ENG_20030430_160723.6,PER,"victorious u.s. troops",5,31,31
CNN_ENG_20030430_160723.6-E25-13,CNN_ENG_20030430_160723.6,PER,you,9,4,4
CNN_ENG_20030430_160723.6-E25-40,CNN_ENG_20030430_160723.6,PER,you,6,2,2
CNN_ENG_20030430_160723.6-E26-2,CNN_ENG_20030430_160723.6,VEH,its,7,2,2
CNN_ENG_20030430_160723.6-E26-41,CNN_ENG_20030430_160723.6,VEH,"the ""uss abraham lincoln",6,12,14
CNN_ENG_20030430_160723.6-E26-42,CNN_ENG_20030430_160723.6,VEH,its,6,17,17
CNN_ENG_20030430_160723.6-T4-1,CNN_ENG_20030430_160723.6,Time,"20
years after meeting saddam hussein in baghdad",5,9,16
MARKBACKER_20041119.1002-E1-7,MARKBACKER_20041119.1002,PER,"two great runners",6,15,15
MARKBACKER_20041119.1002-E2-8,MARKBACKER_20041119.1002,PER,"a great line",6,19,19
MARKBACKER_20041119.1002-E3-9,MARKBACKER_20041119.1002,PER,"a poised QB",6,23,23
MARKBACKER_20041119.1002-E4-10,MARKBACKER_20041119.1002,PER,"good receivers",6,26,26
MARKBACKER_20041119.1002-E5-11,MARKBACKER_20041119.1002,PER,"a
tight end",6,30,30
MARKBACKER_20041119.1002-E6-13,MARKBACKER_20041119.1002,PER,"it's starting offensive backfield",7,8,8
MARKBACKER_20041119.1002-E7-16,MARKBACKER_20041119.1002,PER,"the players",8,19,19
MARKBACKER_20041119.1002-E8-18,MARKBACKER_20041119.1002,PER,"Auburn's defensive backfield",9,19,19
MARKBACKER_20041119.1002-E9-5,MARKBACKER_20041119.1002,PER,people,18,4,4
MARKBACKER_20041119.1002-E10-30,MARKBACKER_20041119.1002,PER,"your crowd",13,14,14
MARKBACKER_20041119.1002-E11-31,MARKBACKER_20041119.1002,PER,your,13,13,13
MARKBACKER_20041119.1002-E11-32,MARKBACKER_20041119.1002,PER,you,13,18,18
MARKBACKER_20041119.1002-E11-36,MARKBACKER_20041119.1002,PER,you,13,31,31
MARKBACKER_20041119.1002-E11-37,MARKBACKER_20041119.1002,PER,You,14,1,1
MARKBACKER_20041119.1002-E11-46,MARKBACKER_20041119.1002,PER,you,20,9,9
MARKBACKER_20041119.1002-E11-47,MARKBACKER_20041119.1002,PER,you,20,15,15
MARKBACKER_20041119.1002-E12-33,MARKBACKER_20041119.1002,LOC,home,13,21,21
MARKBACKER_20041119.1002-E13-34,MARKBACKER_20041119.1002,PER,"the other team's crowd",13,29,29
MARKBACKER_20041119.1002-E14-35,MARKBACKER_20041119.1002,ORG,"the other team",13,27,27
MARKBACKER_20041119.1002-E15-38,MARKBACKER_20041119.1002,PER,Tuberville,13,2,2
MARKBACKER_20041119.1002-E16-29,MARKBACKER_20041119.1002,ORG,Georgia,18,7,7
MARKBACKER_20041119.1002-E17-3,MARKBACKER_20041119.1002,ORG,Bama,6,7,7
MARKBACKER_20041119.1002-E17-12,MARKBACKER_20041119.1002,ORG,Bama,7,1,1
MARKBACKER_20041119.1002-E17-14,MARKBACKER_20041119.1002,ORG,"it's",7,4,5
MARKBACKER_20041119.1002-E17-15,MARKBACKER_20041119.1002,ORG,they,8,4,4
MARKBACKER_20041119.1002-E17-17,MARKBACKER_20041119.1002,ORG,Alabama,9,1,1
MARKBACKER_20041119.1002-E17-20,MARKBACKER_20041119.1002,ORG,Bama,10,1,1
MARKBACKER_20041119.1002-E17-21,MARKBACKER_20041119.1002,ORG,them,11,3,3
MARKBACKER_20041119.1002-E17-24,MARKBACKER_20041119.1002,ORG,Bama,11,32,32
MARKBACKER_20041119.1002-E17-26,MARKBACKER_20041119.1002,ORG,they,11,41,41
MARKBACKER_20041119.1002-E17-41,MARKBACKER_20041119.1002,ORG,Bama,18,15,15
MARKBACKER_20041119.1002-E17-45,MARKBACKER_20041119.1002,ORG,Alabama,19,18,18
MARKBACKER_20041119.1002-E17-49,MARKBACKER_20041119.1002,ORG,Alabama,20,17,17
MARKBACKER_20041119.1002-E17-50,MARKBACKER_20041119.1002,ORG,their,20,19,19
MARKBACKER_20041119.1002-E17-51,MARKBACKER_20041119.1002,ORG,their,20,23,23
MARKBACKER_20041119.1002-E17-52,MARKBACKER_20041119.1002,ORG,their,20,29,29
MARKBACKER_20041119.1002-E17-53,MARKBACKER_20041119.1002,ORG,their,20,33,33
MARKBACKER_20041119.1002-E17-61,MARKBACKER_20041119.1002,ORG,Alabama,24,16,16
MARKBACKER_20041119.1002-E17-65,MARKBACKER_20041119.1002,ORG,Alabama,26,6,6
MARKBACKER_20041119.1002-E17-70,MARKBACKER_20041119.1002,ORG,Bama,15,9,9
MARKBACKER_20041119.1002-E17-72,MARKBACKER_20041119.1002,ORG,They,16,1,1
MARKBACKER_20041119.1002-E17-75,MARKBACKER_20041119.1002,ORG,Alabama,2,15,15
MARKBACKER_20041119.1002-E17-78,MARKBACKER_20041119.1002,ORG,Alabama,4,1,1
MARKBACKER_20041119.1002-E18-1,MARKBACKER_20041119.1002,LOC,"the East coast",1,15,16
MARKBACKER_20041119.1002-E19-43,MARKBACKER_20041119.1002,GPE,Georgia,19,4,4
MARKBACKER_20041119.1002-E21-54,MARKBACKER_20041119.1002,PER,family,21,18,18
MARKBACKER_20041119.1002-E22-40,MARKBACKER_20041119.1002,PER,brother,22,3,3
MARKBACKER_20041119.1002-E22-57,MARKBACKER_20041119.1002,PER,one,22,7,7
MARKBACKER_20041119.1002-E23-48,MARKBACKER_20041119.1002,PER,brother,22,5,5
MARKBACKER_20041119.1002-E23-59,MARKBACKER_20041119.1002,PER,"the other",22,11,11
MARKBACKER_20041119.1002-E24-58,MARKBACKER_20041119.1002,PER,"the other's wife",22,13,13
MARKBACKER_20041119.1002-E25-56,MARKBACKER_20041119.1002,GPE,Auburn,15,12,12
MARKBACKER_20041119.1002-E26-67,MARKBACKER_20041119.1002,PER,"two drunken cousins fighting at a family reunion",21,14,14
MARKBACKER_20041119.1002-E27-2,MARKBACKER_20041119.1002,PER,I,6,3,3
MARKBACKER_20041119.1002-E27-4,MARKBACKER_20041119.1002,PER,I,18,1,1
MARKBACKER_20041119.1002-E27-25,MARKBACKER_20041119.1002,PER,I,11,37,37
MARKBACKER_20041119.1002-E27-39,MARKBACKER_20041119.1002,PER,me,18,12,12
MARKBACKER_20041119.1002-E27-42,MARKBACKER_20041119.1002,PER,I,19,1,1
MARKBACKER_20041119.1002-E27-44,MARKBACKER_20041119.1002,PER,me,19,11,11
MARKBACKER_20041119.1002-E27-55,MARKBACKER_20041119.1002,PER,"Mark Backer",1,1,2
MARKBACKER_20041119.1002-E27-60,MARKBACKER_20041119.1002,PER,I,24,11,11
MARKBACKER_20041119.1002-E27-62,MARKBACKER_20041119.1002,PER,I,24,25,25
MARKBACKER_20041119.1002-E27-66,MARKBACKER_20041119.1002,PER,I,27,1,1
MARKBACKER_20041119.1002-E27-68,MARKBACKER_20041119.1002,PER,My,26,1,1
MARKBACKER_20041119.1002-E27-69,MARKBACKER_20041119.1002,PER,I,1,18,18
MARKBACKER_20041119.1002-E27-73,MARKBACKER_20041119.1002,PER,my,1,25,25
MARKBACKER_20041119.1002-E28-74,MARKBACKER_20041119.1002,GPE,Tuscaloosa,2,7,7
MARKBACKER_20041119.1002-E30-76,MARKBACKER_20041119.1002,FAC,"Bryant
Denny Stadium",3,13,15
MARKBACKER_20041119.1002-E31-19,MARKBACKER_20041119.1002,ORG,Auburn,9,16,16
MARKBACKER_20041119.1002-E31-23,MARKBACKER_20041119.1002,ORG,Auburn,11,15,15
MARKBACKER_20041119.1002-E31-27,MARKBACKER_20041119.1002,ORG,Auburn,12,1,1
MARKBACKER_20041119.1002-E31-28,MARKBACKER_20041119.1002,ORG,they,12,7,7
MARKBACKER_20041119.1002-E31-63,MARKBACKER_20041119.1002,ORG,Auburn,25,2,2
MARKBACKER_20041119.1002-E31-64,MARKBACKER_20041119.1002,ORG,Auburn,26,4,4
MARKBACKER_20041119.1002-E31-77,MARKBACKER_20041119.1002,ORG,Auburn,3,17,17
MARKBACKER_20041119.1002-E31-82,MARKBACKER_20041119.1002,ORG,Auburn,5,3,3
MARKBACKER_20041119.1002-E32-22,MARKBACKER_20041119.1002,PER,"the
defense",11,12,12
MARKBACKER_20041119.1002-E32-79,MARKBACKER_20041119.1002,PER,"one of the stingiest defenses in the country",4,3,3
MARKBACKER_20041119.1002-E33-80,MARKBACKER_20041119.1002,PER,"the stingiest defenses in the country",4,7,7
MARKBACKER_20041119.1002-E34-71,MARKBACKER_20041119.1002,GPE,"the country",15,17,17
MARKBACKER_20041119.1002-E34-81,MARKBACKER_20041119.1002,GPE,"the country",4,10,10
MARKBACKER_20041119.1002-E34-85,MARKBACKER_20041119.1002,GPE,"the nation",5,16,16
MARKBACKER_20041119.1002-E35-6,MARKBACKER_20041119.1002,PER,"an attack with
two great runners, a great line, a poised QB and good receivers and a
tight end",6,11,11
MARKBACKER_20041119.1002-E35-83,MARKBACKER_20041119.1002,PER,"one of the most potent and balanced offensive
attacks in the nation",5,5,5
MARKBACKER_20041119.1002-E36-84,MARKBACKER_20041119.1002,PER,"the most potent and balanced offensive
attacks in the nation",5,13,13
APW_ENG_20030412.0531-E1-3,APW_ENG_20030412.0531,PER,Muslim,3,18,18
APW_ENG_20030412.0531-E2-4,APW_ENG_20030412.0531,PER,human,3,25,25
APW_ENG_20030412.0531-E3-5,APW_ENG_20030412.0531,PER,"Jakarta's generals",4,5,5
APW_ENG_20030412.0531-E4-10,APW_ENG_20030412.0531,PER,her,5,19,19
APW_ENG_20030412.0531-E4-11,APW_ENG_20030412.0531,PER,She,6,1,1
APW_ENG_20030412.0531-E4-31,APW_ENG_20030412.0531,PER,Megawati,12,9,9
APW_ENG_20030412.0531-E4-34,APW_ENG_20030412.0531,PER,"Indonesian President",5,5,5
APW_ENG_20030412.0531-E4-35,APW_ENG_20030412.0531,PER,"Indonesian President Megawati Sukarnoputri",5,6,7
APW_ENG_20030412.0531-E4-74,APW_ENG_20030412.0531,PER,Megawati,19,11,11
APW_ENG_20030412.0531-E4-179,APW_ENG_20030412.0531,PER,Megawati,37,2,2
APW_ENG_20030412.0531-E4-193,APW_ENG_20030412.0531,PER,Megawati,43,1,1
APW_ENG_20030412.0531-E5-2,APW_ENG_20030412.0531,GPE,"the world's
most populous Muslim nation",3,19,19
APW_ENG_20030412.0531-E5-6,APW_ENG_20030412.0531,GPE,Jakarta,4,3,3
APW_ENG_20030412.0531-E5-7,APW_ENG_20030412.0531,GPE,Indonesian,5,4,4
APW_ENG_20030412.0531-E5-19,APW_ENG_20030412.0531,GPE,Indonesia,7,8,8
APW_ENG_20030412.0531-E5-30,APW_ENG_20030412.0531,GPE,Indonesia,12,1,1
APW_ENG_20030412.0531-E5-47,APW_ENG_20030412.0531,GPE,Indonesia,14,4,4
APW_ENG_20030412.0531-E5-50,APW_ENG_20030412.0531,GPE,"the far-flung archipelago",14,22,22
APW_ENG_20030412.0531-E5-54,APW_ENG_20030412.0531,GPE,Indonesia,15,18,18
APW_ENG_20030412.0531-E5-59,APW_ENG_20030412.0531,GPE,Indonesia,17,5,5
APW_ENG_20030412.0531-E5-66,APW_ENG_20030412.0531,GPE,Jakarta,18,6,6
APW_ENG_20030412.0531-E5-67,APW_ENG_20030412.0531,GPE,Indonesia,19,1,1
APW_ENG_20030412.0531-E5-80,APW_ENG_20030412.0531,GPE,"the Southeast Asian country",20,9,9
