id,doc_id,subtype,stanford_sentence_id,stanford_token
APW_ENG_20030520.0081-EV8-1,APW_ENG_20030520.0081,Attack,5,23
APW_ENG_20030520.0081-EV9-1,APW_ENG_20030520.0081,Transport,6,6
APW_ENG_20030520.0081-EV10-1,APW_ENG_20030520.0081,Injure,10,22
CNN_ENG_20030411_070039.21-EV1-1,CNN_ENG_20030411_070039.21,Elect,20,14
CNN_ENG_20030410_183644.8-EV1-1,CNN_ENG_20030410_183644.8,End-Position,6,6
CNN_ENG_20030410_183644.8-EV2-1,CNN_ENG_20030410_183644.8,Die,7,20
CNN_ENG_20030410_183644.8-EV3-1,CNN_ENG_20030410_183644.8,Attack,3,3
OIADVANTAGE_20050103.0944-EV1-1,OIADVANTAGE_20050103.0944,End-Position,13,4
OIADVANTAGE_20050103.0944-EV2-1,OIADVANTAGE_20050103.0944,End-Position,15,17
OIADVANTAGE_20050103.0944-EV3-1,OIADVANTAGE_20050103.0944,End-Position,1,55
OIADVANTAGE_20050103.0944-EV4-1,OIADVANTAGE_20050103.0944,End-Position,2,25
OIADVANTAGE_20050103.0944-EV5-1,OIADVANTAGE_20050103.0944,End-Position,3,18
OIADVANTAGE_20050103.0944-EV6-1,OIADVANTAGE_20050103.0944,End-Position,16,22
CNN_IP_20030402.1600.00-2-EV1-1,CNN_IP_20030402.1600.00-2,Attack,1,14
CNN_IP_20030402.1600.00-2-EV2-1,CNN_IP_20030402.1600.00-2,Attack,26,17
CNN_IP_20030402.1600.00-2-EV3-1,CNN_IP_20030402.1600.00-2,Transport,32,7
CNN_IP_20030402.1600.00-2-EV4-1,CNN_IP_20030402.1600.00-2,End-Org,35,37
CNN_IP_20030402.1600.00-2-EV5-1,CNN_IP_20030402.1600.00-2,Attack,15,13
CNN_IP_20030402.1600.00-2-EV6-1,CNN_IP_20030402.1600.00-2,Die,3,8
CNN_IP_20030402.1600.00-2-EV7-1,CNN_IP_20030402.1600.00-2,Attack,3,16
CNN_IP_20030402.1600.00-2-EV8-1,CNN_IP_20030402.1600.00-2,Attack,3,10
CNN_IP_20030402.1600.00-2-EV8-2,CNN_IP_20030402.1600.00-2,Attack,4,11
CNN_IP_20030402.1600.00-2-EV9-1,CNN_IP_20030402.1600.00-2,Die,4,9
CNN_IP_20030402.1600.00-2-EV10-1,CNN_IP_20030402.1600.00-2,Die,4,20
CNN_IP_20030402.1600.00-2-EV11-1,CNN_IP_20030402.1600.00-2,Injure,5,8
CNN_IP_20030402.1600.00-2-EV12-1,CNN_IP_20030402.1600.00-2,Die,5,18
CNN_IP_20030402.1600.00-2-EV13-1,CNN_IP_20030402.1600.00-2,Injure,5,22
CNN_IP_20030402.1600.00-2-EV14-1,CNN_IP_20030402.1600.00-2,Attack,7,6
CNN_IP_20030402.1600.00-2-EV15-1,CNN_IP_20030402.1600.00-2,Transport,9,56
CNN_IP_20030402.1600.00-2-EV16-1,CNN_IP_20030402.1600.00-2,Attack,14,25
CNN_IP_20030402.1600.00-2-EV16-2,CNN_IP_20030402.1600.00-2,Attack,33,30
CNN_IP_20030402.1600.00-2-EV17-1,CNN_IP_20030402.1600.00-2,Transport,21,28
CNN_IP_20030402.1600.00-2-EV18-1,CNN_IP_20030402.1600.00-2,Transport,23,9
CNN_IP_20030402.1600.00-2-EV18-2,CNN_IP_20030402.1600.00-2,Transport,25,6
CNN_IP_20030402.1600.00-2-EV19-1,CNN_IP_20030402.1600.00-2,Attack,28,6
CNN_IP_20030402.1600.00-2-EV19-2,CNN_IP_20030402.1600.00-2,Attack,30,25
CNN_IP_20030402.1600.00-2-EV20-1,CNN_IP_20030402.1600.00-2,Transport,31,19
CNN_IP_20030402.1600.00-2-EV21-1,CNN_IP_20030402.1600.00-2,Attack,31,36
CNN_IP_20030402.1600.00-2-EV22-1,CNN_IP_20030402.1600.00-2,Attack,32,14
CNN_IP_20030402.1600.00-2-EV23-1,CNN_IP_20030402.1600.00-2,Attack,37,22
CNN_IP_20030402.1600.00-2-EV24-1,CNN_IP_20030402.1600.00-2,Attack,43,4
CNN_IP_20030402.1600.00-2-EV25-1,CNN_IP_20030402.1600.00-2,Attack,47,18
CNN_IP_20030402.1600.00-2-EV26-1,CNN_IP_20030402.1600.00-2,Die,47,29
CNN_IP_20030402.1600.00-2-EV27-1,CNN_IP_20030402.1600.00-2,Transport,45,10
CNN_IP_20030402.1600.00-2-EV28-1,CNN_IP_20030402.1600.00-2,Attack,48,4
CNN_ENG_20030525_143522.8-EV1-1,CNN_ENG_20030525_143522.8,Meet,33,6
CNN_ENG_20030525_143522.8-EV2-1,CNN_ENG_20030525_143522.8,Meet,35,2
CNN_ENG_20030528_125956.8-EV1-1,CNN_ENG_20030528_125956.8,Meet,1,10
CNN_ENG_20030528_125956.8-EV1-2,CNN_ENG_20030528_125956.8,Meet,3,7
CNN_ENG_20030528_125956.8-EV2-1,CNN_ENG_20030528_125956.8,Demonstrate,7,8
CNN_ENG_20030528_125956.8-EV3-1,CNN_ENG_20030528_125956.8,Sue,11,8
CNN_ENG_20030528_125956.8-EV4-1,CNN_ENG_20030528_125956.8,Sue,15,11
CNN_ENG_20030525_160525.13-EV1-1,CNN_ENG_20030525_160525.13,End-Position,1,12
CNN_ENG_20030525_160525.13-EV1-2,CNN_ENG_20030525_160525.13,End-Position,1,28
CNN_ENG_20030525_160525.13-EV1-3,CNN_ENG_20030525_160525.13,End-Position,3,20
CNN_ENG_20030525_160525.13-EV1-4,CNN_ENG_20030525_160525.13,End-Position,10,18
CNN_ENG_20030525_160525.13-EV1-5,CNN_ENG_20030525_160525.13,End-Position,15,3
CNN_ENG_20030525_160525.13-EV2-1,CNN_ENG_20030525_160525.13,Start-Position,6,6
CNN_ENG_20030525_160525.13-EV3-1,CNN_ENG_20030525_160525.13,End-Position,6,16
CNN_ENG_20030525_160525.13-EV4-1,CNN_ENG_20030525_160525.13,Sue,9,17
CNN_ENG_20030525_160525.13-EV5-1,CNN_ENG_20030525_160525.13,End-Position,11,4
CNN_ENG_20030525_160525.13-EV6-1,CNN_ENG_20030525_160525.13,Marry,19,17
CNN_ENG_20030428_130651.4-EV1-1,CNN_ENG_20030428_130651.4,Die,6,23
CNN_ENG_20030428_130651.4-EV2-1,CNN_ENG_20030428_130651.4,Die,7,13
CNN_ENG_20030428_130651.4-EV3-1,CNN_ENG_20030428_130651.4,Die,9,19
CNN_ENG_20030428_130651.4-EV4-1,CNN_ENG_20030428_130651.4,Die,9,30
CNN_ENG_20030424_073006.4-EV1-1,CNN_ENG_20030424_073006.4,Attack,1,16
CNN_ENG_20030424_073006.4-EV2-1,CNN_ENG_20030424_073006.4,Transport,3,3
APW_ENG_20030418.0084-EV1-1,APW_ENG_20030418.0084,Appeal,1,10
APW_ENG_20030418.0084-EV1-2,APW_ENG_20030418.0084,Appeal,5,26
APW_ENG_20030418.0084-EV2-1,APW_ENG_20030418.0084,Convict,1,21
APW_ENG_20030418.0084-EV2-2,APW_ENG_20030418.0084,Convict,2,13
APW_ENG_20030418.0084-EV3-1,APW_ENG_20030418.0084,Sentence,1,26
APW_ENG_20030418.0084-EV4-1,APW_ENG_20030418.0084,Appeal,4,5
APW_ENG_20030418.0084-EV4-2,APW_ENG_20030418.0084,Appeal,9,17
APW_ENG_20030418.0084-EV5-1,APW_ENG_20030418.0084,Sentence,10,7
APW_ENG_20030418.0084-EV6-1,APW_ENG_20030418.0084,Convict,10,11
APW_ENG_20030418.0084-EV7-1,APW_ENG_20030418.0084,End-Position,12,5
APW_ENG_20030418.0084-EV8-1,APW_ENG_20030418.0084,Demonstrate,13,4
APW_ENG_20030418.0084-EV9-1,APW_ENG_20030418.0084,Arrest-Jail,13,10
APW_ENG_20030418.0084-EV10-1,APW_ENG_20030418.0084,Charge-Indict,13,12
APW_ENG_20030418.0084-EV11-1,APW_ENG_20030418.0084,Convict,13,14
APW_ENG_20030418.0084-EV12-1,APW_ENG_20030418.0084,Appeal,23,7
APW_ENG_20030418.0084-EV12-2,APW_ENG_20030418.0084,Appeal,24,8
APW_ENG_20030418.0084-EV13-1,APW_ENG_20030418.0084,Sentence,24,20
APW_ENG_20030418.0084-EV13-2,APW_ENG_20030418.0084,Sentence,23,29
APW_ENG_20030418.0084-EV14-1,APW_ENG_20030418.0084,Sentence,11,9
APW_ENG_20030418.0084-EV15-1,APW_ENG_20030418.0084,Convict,23,19
fsh_29138-EV1-1,fsh_29138,Transport,104,5
fsh_29138-EV2-1,fsh_29138,Transport,102,28
fsh_29138-EV2-2,fsh_29138,Transport,112,11
fsh_29138-EV3-1,fsh_29138,Start-Position,29,5
fsh_29138-EV4-1,fsh_29138,Transfer-Ownership,35,10
fsh_29138-EV4-2,fsh_29138,Transfer-Ownership,37,6
fsh_29138-EV4-3,fsh_29138,Transfer-Ownership,37,19
fsh_29138-EV5-1,fsh_29138,Transport,47,17
fsh_29138-EV6-1,fsh_29138,Start-Position,77,3
fsh_29138-EV6-2,fsh_29138,Start-Position,84,24
fsh_29138-EV6-3,fsh_29138,Start-Position,74,3
GETTINGPOLITICAL_20050105.0127.001-EV1-1,GETTINGPOLITICAL_20050105.0127.001,Elect,2,2
GETTINGPOLITICAL_20050105.0127.001-EV2-1,GETTINGPOLITICAL_20050105.0127.001,Elect,9,28
GETTINGPOLITICAL_20050105.0127.001-EV3-1,GETTINGPOLITICAL_20050105.0127.001,Elect,13,18
GETTINGPOLITICAL_20050105.0127.001-EV4-1,GETTINGPOLITICAL_20050105.0127.001,Arrest-Jail,1,18
GETTINGPOLITICAL_20050105.0127.001-EV5-1,GETTINGPOLITICAL_20050105.0127.001,Transfer-Ownership,6,14
GETTINGPOLITICAL_20050105.0127.001-EV6-1,GETTINGPOLITICAL_20050105.0127.001,Elect,10,17
GETTINGPOLITICAL_20050105.0127.001-EV7-1,GETTINGPOLITICAL_20050105.0127.001,Die,11,7
MARKETVIEW_20041211.1845-EV1-1,MARKETVIEW_20041211.1845,End-Org,3,4
MARKETVIEW_20041211.1845-EV2-1,MARKETVIEW_20041211.1845,End-Org,7,21
MARKETVIEW_20041211.1845-EV3-1,MARKETVIEW_20041211.1845,Transfer-Ownership,7,31
CNN_ENG_20030508_170552.18-EV1-1,CNN_ENG_20030508_170552.18,Transport,7,2
CNN_ENG_20030508_170552.18-EV2-1,CNN_ENG_20030508_170552.18,Die,14,16
CNN_ENG_20030508_170552.18-EV3-1,CNN_ENG_20030508_170552.18,Attack,14,33
CNN_ENG_20030508_170552.18-EV4-1,CNN_ENG_20030508_170552.18,Attack,14,46
CNN_ENG_20030508_170552.18-EV4-2,CNN_ENG_20030508_170552.18,Attack,14,51
CNN_ENG_20030508_170552.18-EV4-3,CNN_ENG_20030508_170552.18,Attack,14,56
CNN_ENG_20030508_170552.18-EV5-1,CNN_ENG_20030508_170552.18,Attack,15,7
CNN_ENG_20030508_170552.18-EV6-1,CNN_ENG_20030508_170552.18,Attack,18,15
CNN_ENG_20030508_170552.18-EV7-1,CNN_ENG_20030508_170552.18,Demonstrate,20,8
CNN_ENG_20030508_170552.18-EV8-1,CNN_ENG_20030508_170552.18,Die,35,6
CNN_ENG_20030508_170552.18-EV9-1,CNN_ENG_20030508_170552.18,Die,45,5
CNN_ENG_20030508_170552.18-EV10-1,CNN_ENG_20030508_170552.18,Meet,28,27
CNN_ENG_20030508_170552.18-EV10-2,CNN_ENG_20030508_170552.18,Meet,29,7
CNN_ENG_20030508_170552.18-EV11-1,CNN_ENG_20030508_170552.18,Transport,40,8
CNN_ENG_20030508_170552.18-EV12-1,CNN_ENG_20030508_170552.18,Injure,45,7
CNN_ENG_20030508_170552.18-EV13-1,CNN_ENG_20030508_170552.18,Attack,16,22
CNN_ENG_20030625_220123.3-EV1-1,CNN_ENG_20030625_220123.3,Attack,4,1
CNN_ENG_20030625_220123.3-EV1-2,CNN_ENG_20030625_220123.3,Attack,13,11
CNN_ENG_20030625_220123.3-EV1-3,CNN_ENG_20030625_220123.3,Attack,25,64
CNN_ENG_20030625_220123.3-EV1-4,CNN_ENG_20030625_220123.3,Attack,32,11
CNN_ENG_20030625_220123.3-EV2-1,CNN_ENG_20030625_220123.3,Be-Born,15,20
CNN_ENG_20030625_220123.3-EV2-2,CNN_ENG_20030625_220123.3,Be-Born,32,24
CNN_ENG_20030625_220123.3-EV3-1,CNN_ENG_20030625_220123.3,Appeal,18,5
CNN_ENG_20030625_220123.3-EV4-1,CNN_ENG_20030625_220123.3,Attack,21,15
CNN_ENG_20030625_220123.3-EV5-1,CNN_ENG_20030625_220123.3,Transport,25,31
CNN_ENG_20030625_220123.3-EV6-1,CNN_ENG_20030625_220123.3,Attack,31,18
CNN_ENG_20030404_163526.10-EV1-1,CNN_ENG_20030404_163526.10,Attack,3,13
CNN_ENG_20030404_163526.10-EV1-2,CNN_ENG_20030404_163526.10,Attack,4,7
CNN_ENG_20030404_163526.10-EV2-1,CNN_ENG_20030404_163526.10,Transfer-Ownership,9,17
CNN_ENG_20030404_163526.10-EV3-1,CNN_ENG_20030404_163526.10,Attack,5,3
MARKBACKER_20041220.0919-EV1-1,MARKBACKER_20041220.0919,Injure,17,8
MARKBACKER_20041220.0919-EV2-1,MARKBACKER_20041220.0919,Transport,6,13
MARKBACKER_20041220.0919-EV3-1,MARKBACKER_20041220.0919,Attack,4,11
MARKBACKER_20041220.0919-EV3-2,MARKBACKER_20041220.0919,Attack,8,1
MARKBACKER_20041220.0919-EV3-3,MARKBACKER_20041220.0919,Attack,9,1
MARKBACKER_20041220.0919-EV3-4,MARKBACKER_20041220.0919,Attack,23,14
MARKBACKER_20041220.0919-EV4-1,MARKBACKER_20041220.0919,Transport,11,26
MARKBACKER_20041220.0919-EV5-1,MARKBACKER_20041220.0919,Attack,14,21
MARKBACKER_20041220.0919-EV6-1,MARKBACKER_20041220.0919,Injure,17,6
MARKBACKER_20041220.0919-EV7-1,MARKBACKER_20041220.0919,Die,17,11
MARKBACKER_20041220.0919-EV8-1,MARKBACKER_20041220.0919,Injure,21,14
MARKBACKER_20041220.0919-EV9-1,MARKBACKER_20041220.0919,Injure,22,16
MARKBACKER_20041220.0919-EV10-1,MARKBACKER_20041220.0919,Attack,25,29
CNN_ENG_20030620_095840.4-EV1-1,CNN_ENG_20030620_095840.4,Transport,4,5
CNN_ENG_20030620_095840.4-EV2-1,CNN_ENG_20030620_095840.4,Transport,6,3
alt.atheism_20041104.2428-EV1-1,alt.atheism_20041104.2428,Attack,46,32
alt.atheism_20041104.2428-EV2-1,alt.atheism_20041104.2428,Attack,46,34
alt.atheism_20041104.2428-EV3-1,alt.atheism_20041104.2428,Attack,46,36
alt.atheism_20041104.2428-EV4-1,alt.atheism_20041104.2428,Attack,46,48
alt.atheism_20041104.2428-EV5-1,alt.atheism_20041104.2428,Attack,60,15
alt.atheism_20041104.2428-EV6-1,alt.atheism_20041104.2428,Die,63,11
alt.atheism_20041104.2428-EV7-1,alt.atheism_20041104.2428,Die,7,20
alt.atheism_20041104.2428-EV8-1,alt.atheism_20041104.2428,Marry,7,29
alt.atheism_20041104.2428-EV9-1,alt.atheism_20041104.2428,Die,10,34
alt.atheism_20041104.2428-EV10-1,alt.atheism_20041104.2428,Die,10,56
alt.atheism_20041104.2428-EV11-1,alt.atheism_20041104.2428,Die,11,5
alt.atheism_20041104.2428-EV12-1,alt.atheism_20041104.2428,Attack,31,20
alt.atheism_20041104.2428-EV13-1,alt.atheism_20041104.2428,Attack,50,6
alt.atheism_20041104.2428-EV14-1,alt.atheism_20041104.2428,Demonstrate,56,1
alt.atheism_20041104.2428-EV15-1,alt.atheism_20041104.2428,Die,64,2
CNN_ENG_20030617_173115.14-EV1-1,CNN_ENG_20030617_173115.14,Marry,1,14
CNN_ENG_20030617_173115.14-EV1-2,CNN_ENG_20030617_173115.14,Marry,2,17
CNN_ENG_20030617_173115.14-EV1-3,CNN_ENG_20030617_173115.14,Marry,3,14
CNN_ENG_20030617_173115.14-EV2-1,CNN_ENG_20030617_173115.14,Appeal,2,6
CNN_ENG_20030617_173115.14-EV3-1,CNN_ENG_20030617_173115.14,Attack,7,19
CNN_ENG_20030617_173115.14-EV3-2,CNN_ENG_20030617_173115.14,Attack,9,16
CNN_ENG_20030617_173115.14-EV4-1,CNN_ENG_20030617_173115.14,Die,8,8
CNN_ENG_20030617_173115.14-EV5-1,CNN_ENG_20030617_173115.14,Injure,9,13
APW_ENG_20030520.0757-EV1-1,APW_ENG_20030520.0757,Injure,8,3
APW_ENG_20030520.0757-EV2-1,APW_ENG_20030520.0757,Transport,2,6
APW_ENG_20030520.0757-EV3-1,APW_ENG_20030520.0757,Transport,5,2
APW_ENG_20030520.0757-EV4-1,APW_ENG_20030520.0757,Attack,5,5
APW_ENG_20030520.0757-EV5-1,APW_ENG_20030520.0757,Arrest-Jail,7,14
APW_ENG_20030520.0757-EV6-1,APW_ENG_20030520.0757,Attack,7,28
APW_ENG_20030520.0757-EV6-2,APW_ENG_20030520.0757,Attack,8,2
APW_ENG_20030520.0757-EV7-1,APW_ENG_20030520.0757,Die,7,27
APW_ENG_20030520.0757-EV8-1,APW_ENG_20030520.0757,Attack,9,26
APW_ENG_20030520.0757-EV9-1,APW_ENG_20030520.0757,End-Org,1,4
APW_ENG_20030520.0757-EV10-1,APW_ENG_20030520.0757,Injure,8,18
CNN_ENG_20030325_150531.10-EV1-1,CNN_ENG_20030325_150531.10,Attack,2,11
CNN_ENG_20030325_150531.10-EV2-1,CNN_ENG_20030325_150531.10,Attack,5,6
CNN_ENG_20030325_150531.10-EV3-1,CNN_ENG_20030325_150531.10,Transfer-Ownership,11,12
CNN_ENG_20030325_150531.10-EV4-1,CNN_ENG_20030325_150531.10,Transport,15,8
CNN_ENG_20030325_150531.10-EV5-1,CNN_ENG_20030325_150531.10,Attack,21,4
CNN_ENG_20030325_150531.10-EV6-1,CNN_ENG_20030325_150531.10,Attack,17,5
CNN_ENG_20030325_150531.10-EV7-1,CNN_ENG_20030325_150531.10,Attack,23,13
CNN_ENG_20030325_150531.10-EV8-1,CNN_ENG_20030325_150531.10,Attack,15,12
CNN_ENG_20030325_150531.10-EV9-1,CNN_ENG_20030325_150531.10,End-Position,3,12
BACONSREBELLION_20050216.1536-EV1-1,BACONSREBELLION_20050216.1536,Meet,4,17
BACONSREBELLION_20050216.1536-EV2-1,BACONSREBELLION_20050216.1536,Elect,15,8
AGGRESSIVEVOICEDAILY_20050124.1354-EV1-1,AGGRESSIVEVOICEDAILY_20050124.1354,Demonstrate,2,12
AGGRESSIVEVOICEDAILY_20050124.1354-EV1-2,AGGRESSIVEVOICEDAILY_20050124.1354,Demonstrate,4,8
fsh_29782_2-EV1-1,fsh_29782_2,Attack,20,27
fsh_29782_2-EV2-1,fsh_29782_2,Die,30,11
fsh_29782_2-EV3-1,fsh_29782_2,Transfer-Money,38,5
fsh_29782_2-EV4-1,fsh_29782_2,Transfer-Money,38,50
fsh_29782_2-EV5-1,fsh_29782_2,Attack,39,14
fsh_29782_2-EV6-1,fsh_29782_2,Attack,42,34
fsh_29782_2-EV7-1,fsh_29782_2,Transport,85,3
fsh_29782_2-EV8-1,fsh_29782_2,Attack,2,11
fsh_29782_2-EV9-1,fsh_29782_2,Attack,2,1
fsh_29782_2-EV9-2,fsh_29782_2,Attack,51,10
fsh_29782_2-EV9-3,fsh_29782_2,Attack,56,8
fsh_29782_2-EV10-1,fsh_29782_2,Transport,12,11
fsh_29782_2-EV11-1,fsh_29782_2,Attack,17,13
fsh_29782_2-EV12-1,fsh_29782_2,Attack,20,30
fsh_29782_2-EV13-1,fsh_29782_2,Transport,23,37
fsh_29782_2-EV14-1,fsh_29782_2,Attack,37,32
fsh_29782_2-EV15-1,fsh_29782_2,Transport,39,10
fsh_29782_2-EV16-1,fsh_29782_2,Transport,42,6
fsh_29782_2-EV17-1,fsh_29782_2,Transport,44,16
fsh_29782_2-EV17-2,fsh_29782_2,Transport,44,29
MARKETVIEW_20050214.2115-EV1-1,MARKETVIEW_20050214.2115,Transfer-Ownership,4,6
MARKETVIEW_20050214.2115-EV1-2,MARKETVIEW_20050214.2115,Transfer-Ownership,2,10
CNNHL_ENG_20030416_193742.26-EV1-1,CNNHL_ENG_20030416_193742.26,Attack,1,21
CNNHL_ENG_20030526_221156.39-EV1-1,CNNHL_ENG_20030526_221156.39,Phone-Write,3,2
CNNHL_ENG_20030526_221156.39-EV2-1,CNNHL_ENG_20030526_221156.39,Execute,9,8
CNNHL_ENG_20030526_221156.39-EV3-1,CNNHL_ENG_20030526_221156.39,Attack,9,19
CNNHL_ENG_20030526_221156.39-EV4-1,CNNHL_ENG_20030526_221156.39,Attack,10,16
CNNHL_ENG_20030526_221156.39-EV5-1,CNNHL_ENG_20030526_221156.39,Attack,12,40
CNNHL_ENG_20030526_221156.39-EV6-1,CNNHL_ENG_20030526_221156.39,Attack,12,47
CNNHL_ENG_20030526_221156.39-EV7-1,CNNHL_ENG_20030526_221156.39,Transport,16,10
CNNHL_ENG_20030526_221156.39-EV8-1,CNNHL_ENG_20030526_221156.39,Arrest-Jail,17,4
CNNHL_ENG_20030425_183518.12-EV1-1,CNNHL_ENG_20030425_183518.12,Release-Parole,3,6
CNNHL_ENG_20030425_183518.12-EV2-1,CNNHL_ENG_20030425_183518.12,Attack,4,12
fsh_29336-EV1-1,fsh_29336,Die,2,1
fsh_29336-EV1-2,fsh_29336,Die,2,12
fsh_29336-EV1-3,fsh_29336,Die,3,6
fsh_29336-EV1-4,fsh_29336,Die,5,15
fsh_29336-EV2-1,fsh_29336,Transfer-Ownership,26,8
fsh_29336-EV3-1,fsh_29336,Die,26,26
fsh_29336-EV4-1,fsh_29336,Nominate,64,36
fsh_29336-EV5-1,fsh_29336,Transfer-Money,25,63
fsh_29336-EV6-1,fsh_29336,Attack,28,55
fsh_29336-EV6-2,fsh_29336,Attack,46,83
fsh_29336-EV7-1,fsh_29336,Elect,66,10
CNN_ENG_20030402_190500.11-EV1-1,CNN_ENG_20030402_190500.11,Transport,2,28
CNN_ENG_20030402_190500.11-EV2-1,CNN_ENG_20030402_190500.11,Attack,6,12
CNN_ENG_20030402_190500.11-EV3-1,CNN_ENG_20030402_190500.11,Phone-Write,11,12
CNN_ENG_20030402_190500.11-EV4-1,CNN_ENG_20030402_190500.11,Transport,1,21
CNN_ENG_20030402_190500.11-EV5-1,CNN_ENG_20030402_190500.11,Transport,4,18
CNN_ENG_20030402_190500.11-EV6-1,CNN_ENG_20030402_190500.11,Attack,10,9
CNN_ENG_20030402_190500.11-EV7-1,CNN_ENG_20030402_190500.11,Die,9,14
rec.arts.sf.written.robert-jordan_20050208.1350-EV1-1,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,8,18
rec.arts.sf.written.robert-jordan_20050208.1350-EV1-2,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,17,18
rec.arts.sf.written.robert-jordan_20050208.1350-EV1-3,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,3,6
rec.arts.sf.written.robert-jordan_20050208.1350-EV1-4,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,22,27
rec.arts.sf.written.robert-jordan_20050208.1350-EV1-5,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,25,14
rec.arts.sf.written.robert-jordan_20050208.1350-EV1-6,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,8,22
rec.arts.sf.written.robert-jordan_20050208.1350-EV1-7,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,21,1
rec.arts.sf.written.robert-jordan_20050208.1350-EV1-8,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,1,11
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-1,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,4,6
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-2,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,5,12
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-3,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,5,31
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-4,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,9,38
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-5,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,24,10
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-6,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,24,27
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-7,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,24,28
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-8,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,22,94
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-9,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,22,77
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-10,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,22,41
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-11,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,22,43
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-12,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,18,13
rec.arts.sf.written.robert-jordan_20050208.1350-EV2-13,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,20,13
rec.arts.sf.written.robert-jordan_20050208.1350-EV3-1,rec.arts.sf.written.robert-jordan_20050208.1350,Transport,5,7
rec.arts.sf.written.robert-jordan_20050208.1350-EV4-1,rec.arts.sf.written.robert-jordan_20050208.1350,Arrest-Jail,7,44
rec.arts.sf.written.robert-jordan_20050208.1350-EV5-1,rec.arts.sf.written.robert-jordan_20050208.1350,Release-Parole,7,65
rec.arts.sf.written.robert-jordan_20050208.1350-EV6-1,rec.arts.sf.written.robert-jordan_20050208.1350,Transport,9,14
rec.arts.sf.written.robert-jordan_20050208.1350-EV7-1,rec.arts.sf.written.robert-jordan_20050208.1350,Arrest-Jail,9,22
rec.arts.sf.written.robert-jordan_20050208.1350-EV8-1,rec.arts.sf.written.robert-jordan_20050208.1350,Sentence,12,19
rec.arts.sf.written.robert-jordan_20050208.1350-EV8-2,rec.arts.sf.written.robert-jordan_20050208.1350,Sentence,19,10
rec.arts.sf.written.robert-jordan_20050208.1350-EV8-3,rec.arts.sf.written.robert-jordan_20050208.1350,Sentence,20,23
rec.arts.sf.written.robert-jordan_20050208.1350-EV9-1,rec.arts.sf.written.robert-jordan_20050208.1350,Phone-Write,13,5
rec.arts.sf.written.robert-jordan_20050208.1350-EV10-1,rec.arts.sf.written.robert-jordan_20050208.1350,Trial-Hearing,15,18
rec.arts.sf.written.robert-jordan_20050208.1350-EV11-1,rec.arts.sf.written.robert-jordan_20050208.1350,Arrest-Jail,20,3
CNNHL_ENG_20030402_193443.5-EV1-1,CNNHL_ENG_20030402_193443.5,Attack,1,11
CNNHL_ENG_20030402_193443.5-EV2-1,CNNHL_ENG_20030402_193443.5,Transport,3,10
MARKETVIEW_20050212.1607-EV1-1,MARKETVIEW_20050212.1607,Transfer-Ownership,3,24
alt.vacation.las-vegas_20050109.0133-EV1-1,alt.vacation.las-vegas_20050109.0133,Transfer-Money,15,10
alt.vacation.las-vegas_20050109.0133-EV2-1,alt.vacation.las-vegas_20050109.0133,Transfer-Money,39,7
alt.vacation.las-vegas_20050109.0133-EV3-1,alt.vacation.las-vegas_20050109.0133,Transfer-Money,1,21
alt.vacation.las-vegas_20050109.0133-EV3-2,alt.vacation.las-vegas_20050109.0133,Transfer-Money,14,30
alt.vacation.las-vegas_20050109.0133-EV4-1,alt.vacation.las-vegas_20050109.0133,Transfer-Money,6,31
